5.499942716251243979e+00 -1.709704932657367227e+00
-1.463083041975341780e+00 -1.569961733605675036e+00
6.878626501166816176e+00 3.818510471130601491e+00
1.273962594643203339e+01 -4.019688510023659234e+00
9.473962492180993067e+00 6.472390234050010349e+00
5.025148248786673655e+00 2.478579498983315865e+00
1.217011181708822498e+01 -4.886168130008274879e-01
2.445728621407850412e+00 -1.694795416433561686e+00
1.328691796936364078e+01 1.030570488993518552e-01
8.862006543361117039e+00 4.394385007306789603e+00
7.618648499712229238e+00 -4.303836559279178076e+00
1.128638831681826993e+01 -1.166163073499173475e+00
4.276513785716364424e+00 -5.772561287474115232e+00
4.590070187719471839e+00 1.924834552353783312e+00
1.324890099562553836e+01 -1.059412265761431993e+00
7.546684726320380676e+00 7.586876864366271178e+00
5.739780478396067309e+00 7.648425940280684232e-01
9.505350891322324358e+00 -1.237713150878447799e+00
8.119998354196688695e+00 -8.090390896695200951e-01
1.263712339910620663e+01 1.355769844733239582e+00
3.817833074239534774e+00 4.671153981116878739e+00
-1.666478854581254554e+00 -2.041120863107547923e+00
1.156737617835975840e+01 2.324948601312063712e+00
1.280698465769168237e+01 -3.396333958518186424e+00
8.575427356082046870e+00 -1.519735452106246054e+00
4.559139231782410318e-01 -7.526265152660741364e+00
1.120605916672167801e+01 4.089449561557882973e+00
2.708175462865048400e-01 -4.071435630652125326e+00
3.656448319258799540e+00 2.414071229701843180e+00
1.156884792042704824e+01 1.705371859520941058e+00
8.746279624135445019e+00 3.304914965493743750e-01
8.191283997192034150e+00 -4.279733567645660486e+00
6.589440605038805465e+00 1.436363877484778673e+00
1.127214016534920482e+01 2.197881620038681483e+00
1.685354489279251800e+00 -1.138060802927727932e+00
1.115434101984719284e+01 -8.085919799817976594e-01
6.026140887127889201e+00 -1.083942449994262702e+00
-8.525825525105675817e-01 -1.165670384348524991e+00
9.142282354605718808e+00 5.279154604598614853e+00
4.535661992872893400e+00 3.031315087642085349e+00
1.426258799484350526e+01 -1.978064902499357736e+00
7.822029820605925110e+00 -1.871822374675167433e+00
1.233654296854429155e+01 3.535358788198883051e+00
1.180016202027103667e+01 7.636654326506581159e-01
1.030642922989845900e+01 5.501304433692817408e-01
8.516913200047904198e+00 7.551858973407254538e+00
8.266927469815884777e+00 1.867193499297498116e-01
8.454388923431858771e+00 -4.593129238952629034e-01
8.587130103049194219e+00 3.423518228733868907e-01
4.360056207272899442e+00 -5.114062786824581153e+00
7.035682804728701001e+00 -5.215389900736896678e+00
-6.578714302599721009e+00 3.038075712694698893e-02
4.450198930403559849e+00 8.822838780975972739e+00
1.237169068336888778e+01 -4.096674258539988456e-01
7.863192195209085966e+00 7.162402694857293639e+00
7.779739979873518507e+00 2.022003911660936737e+00
-3.906667339070761358e+00 8.249699949579055724e-01
1.078497548238333792e+01 5.424240855898093017e+00
4.354967643546360456e+00 5.665385605427999849e+00
1.255529040885418546e+01 -5.131647595507992321e+00
3.050574795382574145e+00 4.170132051712378995e+00
1.128694203766932702e+01 3.627724720289000060e-01
4.289233262108250067e+00 -2.225483544145634873e+00
-2.959902546747610774e+00 -1.288845417136987415e+00
1.946513171600289915e+00 4.847635879202542242e+00
1.110343077285214797e+01 -2.379442702624141148e+00
4.567470773206403933e+00 -1.093501444133810896e+00
1.387280271237375118e+01 -3.392844154980450888e+00
4.856160604494551336e+00 -3.399933394740637826e+00
-3.189888605625914142e+00 -4.646987345133163361e-01
8.247797786991080571e+00 -3.293869007987987985e+00
9.658184364874928818e+00 3.984575261314152961e+00
1.373600952267097774e+01 -1.551458245533179792e+00
7.241039727638389323e+00 -3.683205448961680561e-01
6.911931327115094170e+00 -2.021804345831005989e+00
-1.575560513257212858e-01 -2.520346171982343453e+00
9.161060347936475168e+00 -6.424858673874625836e+00
1.329864887227180681e+01 -4.956778230088373149e+00
1.354713334670682556e+01 -3.104242586890623823e+00
9.991133105248415802e+00 2.822309759834815246e+00
2.439449968577547700e+00 -2.498625487200728301e+00
-1.888904154106369582e+00 -1.007416934081917237e+00
-1.539816939488354741e+00 -3.665908715467115275e+00
4.788314987223474262e+00 4.851096849393561894e-01
8.652743876728814953e+00 6.210321187777466889e+00
7.881565662822606733e+00 -2.179566595061178003e+00
8.572698995172368441e+00 5.717110302016368273e-01
7.690965577416724486e+00 7.949327566975629367e+00
-2.761220612930462615e+00 -1.935562134262499789e+00
5.939138153172174306e+00 7.669253762028079180e+00
2.129849255425834809e+00 2.401194574244887914e+00
7.615956483532556831e+00 5.908395981943375119e+00
7.924463705093725885e+00 5.147805944271457435e+00
5.191759205645016806e+00 -1.060000489315571892e+00
8.068503048350182283e+00 -4.305787432545199467e-01
-3.220949059482887566e+00 -7.122498997115307429e-01
1.163499609907176868e+01 5.390762398760118757e+00
7.545230622225034267e+00 -3.792969828686333367e-01
7.717540646536272142e+00 -2.778997128720338772e+00
1.374929770447784705e+01 -2.386667104769436332e+00
8.922899707402732972e+00 1.879774639657147528e+00
6.798539129124155700e+00 6.399598185151363694e+00
1.327151451400127158e+01 -1.610117412308409879e+00
8.951099450686729853e+00 7.003734446698500093e+00
1.210110329253416417e+01 4.798318343603664715e-01
1.335743871601691879e+01 -5.713658353677598001e+00
2.781142072245933239e+00 -6.830089586221138598e-02
4.459421133469129828e+00 -4.301940029988475800e+00
2.956033194058065305e+00 -2.524664399672960524e+00
